节点ID,节点名称,节点类型,是否核心类型,所有标签,所属社区,度数,加权度数,入度,出度,加权入度,加权出度,聚类系数,邻居节点数,邻居社区分布
LE148134,第十四条,Section,否,Section,2,14,6.4,1,13,0.2,6.2,0.2336,14,社区0:1; 社区2:13
LE791146,规范性文件,Law,否,Law,2,8,3.4,4,4,0.6,2.8,0.1677,8,社区2:8
LE245773,不配合证券监管机构监管,Action,是,Action,7,6,5.4,3,3,3.0,2.4,0.0708,6,社区2:1; 社区7:5
LE785983,证监会,RegulatoryAuthority,否,RegulatoryAuthority,7,13,9.05,3,10,0.45,8.6,0.0937,13,社区2:3; 社区7:10
LE110157,发行人,PartyWithResponsibility,否,PartyWithResponsibility,2,7,1.55,2,5,0.3,1.25,0.0,7,社区2:7
LE263974,第十八条,Section,否,Section,2,9,5.65,1,8,0.2,5.45,0.2214,9,社区2:9
LE247215,提供伪证,Action,是,Action,7,6,5.4,3,3,3.0,2.4,0.0708,6,社区2:1; 社区7:5
LE278928,综合审查认定其责任,PunishmentMeasure,否,PunishmentMeasure,2,1,0.8,1,0,0.8,0.0,0.0,1,社区2:1
LE178751,第五条,Section,否,Section,2,3,1.35,1,2,0.2,1.15,0.1771,3,社区2:2; 社区7:1
LE956210,《中华人民共和国行政处罚法》,Law,否,Law,2,1,0.15,1,0,0.15,0.0,0.0,1,社区2:1
LE994600,误导性陈述或者重大遗漏,Action,是,Action,2,4,4.0,4,0,4.0,0.0,0.2657,4,社区2:4
LE436234,公司工作人员,PartyWithResponsibility,否,PartyWithResponsibility,2,6,5.15,1,5,0.15,5.0,0.1771,6,社区2:6
LE563223,第二十条,Section,否,Section,2,3,2.2,1,2,0.2,2.0,0.0,3,社区2:3
LE430007,保护投资者的合法权益,Responsibility,否,Responsibility,2,6,1.5,6,0,1.5,0.0,0.0,6,社区0:1; 社区2:5
LE249119,股东,PartyWithResponsibility,否,PartyWithResponsibility,2,1,0.15,1,0,0.15,0.0,0.0,1,社区2:1
LE330058,第一章总则,Chapter,否,Chapter,2,7,1.4,1,6,0.2,1.2,0.0,7,社区2:6; 社区7:1
LE373753,第五章附则,Chapter,否,Chapter,2,2,0.4,1,1,0.2,0.2,0.0,2,社区2:2
LE623817,第十一条,Section,否,Section,2,3,1.35,1,2,0.2,1.15,0.1771,3,社区2:3
LE159617,信息披露真实、准确、完整、及时和公平义务,Responsibility,否,Responsibility,2,3,0.75,3,0,0.75,0.0,0.0,3,社区2:3
LE905379,有关信息披露法律,Law,否,Law,2,2,0.3,2,0,0.3,0.0,0.15,2,社区2:2
LE270152,追究刑事责任,PunishmentMeasure,否,PunishmentMeasure,2,1,0.8,1,0,0.8,0.0,0.0,1,社区2:1
LE889984,第六条,Section,否,Section,7,6,2.65,1,5,0.2,2.45,0.2377,6,社区2:1; 社区7:5
LE790495,第十九条,Section,否,Section,2,1,0.2,1,0,0.2,0.0,0.0,1,社区2:1
LE056105,所披露的信息有重大遗漏,Action,是,Action,2,7,5.8,7,0,5.8,0.0,0.2622,7,社区2:7
LE917374,制作、出具的文件有虚假记载、误导性陈述或者重大遗漏的,Action,是,Action,7,5,4.8,4,1,4.0,0.8,0.2933,5,社区7:5
LE211268,第十六条,Section,否,Section,2,3,1.35,1,2,0.2,1.15,0.1771,3,社区2:3
LE747532,证券服务机构,PartyWithResponsibility,否,PartyWithResponsibility,7,4,2.45,2,2,0.45,2.0,0.4318,4,社区7:4
LE189276,市场禁入,PunishmentMeasure,否,PunishmentMeasure,2,1,0.8,1,0,0.8,0.0,0.0,1,社区2:1
LE285036,第十五条,Section,否,Section,2,8,2.1,1,7,0.2,1.9,0.1075,8,社区2:8
LE630882,第十二条,Section,否,Section,2,1,0.2,1,0,0.2,0.0,0.0,1,社区2:1
LE919597,法律,Law,否,Law,2,8,3.4,4,4,0.6,2.8,0.1792,8,社区2:8
LE717368,未按照规定披露信息,Action,是,Action,2,10,8.8,10,0,8.8,0.0,0.1578,10,社区2:10
LE658225,《中华人民共和国证券法》,Law,否,Law,2,1,0.15,1,0,0.15,0.0,0.0,1,社区2:1
LE871273,所披露的信息有误导性陈述,Action,是,Action,2,2,2.0,2,0,2.0,0.0,0.5313,2,社区2:2
LE549520,第三条,Section,否,Section,4,2,0.35,1,1,0.2,0.15,0.0,2,社区4:2
LE433512,专家,PartyWithResponsibility,否,PartyWithResponsibility,11,2,0.3,1,1,0.15,0.15,0.0,2,社区11:2
LE932356,第十三条,Section,否,Section,4,3,0.5,1,2,0.2,0.3,0.0,3,社区4:3
LE389018,加强沟通,Action,是,Action,11,1,0.7,1,0,0.7,0.0,0.0,1,社区11:1
LE527233,重大活动解读,Action,是,Action,11,1,0.7,1,0,0.7,0.0,0.0,1,社区11:1
LE135406,投资者教育,Action,是,Action,11,1,0.7,1,0,0.7,0.0,0.0,1,社区11:1
LE775363,公开征求意见,Action,是,Action,4,8,5.6,8,0,5.6,0.0,0.0,8,社区4:8
LE758901,第三章,Chapter,否,Chapter,6,10,2.0,1,9,0.2,1.8,0.0,10,社区4:1; 社区6:9
LE637171,做好本辖区新闻发布,Action,是,Action,11,1,0.7,1,0,0.7,0.0,0.0,1,社区11:1
LE490418,第二十四条,Section,否,Section,4,1,0.2,1,0,0.2,0.0,0.0,1,社区4:1
LE475324,登记结算机构,PartyWithResponsibility,否,PartyWithResponsibility,6,3,0.45,3,0,0.45,0.0,0.0,3,社区6:3
LE296563,证监会各派出机构,PartyWithResponsibility,否,PartyWithResponsibility,11,2,0.3,1,1,0.15,0.15,0.0,2,社区11:2
LE615267,第二十九条,Section,否,Section,4,2,0.35,1,1,0.2,0.15,0.0,2,社区4:2
LE524997,第二十五条,Section,否,Section,4,4,0.65,1,3,0.2,0.45,0.0,4,社区4:4
LE815804,重大监管措施,Event,否,Event,4,8,5.05,1,7,0.15,4.9,0.0,8,社区4:8
LE109316,未经批准或授权,Violation,否,Violation,4,1,0.15,1,0,0.15,0.0,0.0,1,社区4:1
LE530413,第十条,Section,否,Section,4,2,0.35,1,1,0.2,0.15,0.0,2,社区4:2
LE526928,第一条,Section,否,Section,4,1,0.2,1,0,0.2,0.0,0.0,1,社区4:1
LE853642,向社会通报,Action,是,Action,4,8,5.6,8,0,5.6,0.0,0.0,8,社区4:8
LE560172,按照有关保密规定处理,Punishment,否,Punishment,4,2,0.3,2,0,0.3,0.0,0.0,2,社区4:2
LE217573,第十五条,Section,否,Section,6,2,0.35,1,1,0.2,0.15,0.0,2,社区6:2
LE752886,及时主动发布业务规则,Action,是,Action,6,1,0.7,1,0,0.7,0.0,0.0,1,社区6:1
LE417908,第十八条,Section,否,Section,6,2,0.35,1,1,0.2,0.15,0.0,2,社区6:2
LE118380,第二十七条,Section,否,Section,4,4,0.65,1,3,0.2,0.45,0.0,4,社区4:4
LE546351,及时公开答复,Action,是,Action,6,1,0.7,1,0,0.7,0.0,0.0,1,社区6:1
LE533435,第三十一条,Section,否,Section,4,3,0.5,1,2,0.2,0.3,0.0,3,社区4:3
LE588998,决定终结调查,Event,否,Event,4,8,5.05,1,7,0.15,4.9,0.0,8,社区4:8
LE785476,资本市场整体运行情况,Event,否,Event,4,8,5.05,1,7,0.15,4.9,0.0,8,社区4:8
LE543034,新闻发言人,PartyWithResponsibility,否,PartyWithResponsibility,4,2,0.3,2,0,0.3,0.0,0.0,2,社区4:2
LE672599,证券期货交易所,PartyWithResponsibility,否,PartyWithResponsibility,6,3,0.45,3,0,0.45,0.0,0.0,3,社区6:3
LE317045,证监会工作人员,PartyWithResponsibility,否,PartyWithResponsibility,4,2,0.3,1,1,0.15,0.15,0.0,2,社区4:2
LE030329,第五条,Section,否,Section,4,4,0.65,1,3,0.2,0.45,0.0,4,社区4:4
LE602406,第四章,Chapter,否,Chapter,4,9,1.8,1,8,0.2,1.6,0.0,9,社区4:9
LE964487,澄清说明,Action,是,Action,6,1,0.7,1,0,0.7,0.0,0.0,1,社区6:1
LE800817,各协会,PartyWithResponsibility,否,PartyWithResponsibility,6,3,0.45,3,0,0.45,0.0,0.0,3,社区6:3
LE814806,违反新闻工作纪律,Violation,否,Violation,4,4,0.6,2,2,0.3,0.3,0.0,4,社区4:4
LE005916,资本市场改革发展,Event,否,Event,11,11,4.4,6,5,0.9,3.5,0.0,11,社区4:1; 社区11:10
LE088379,媒体,PartyWithResponsibility,否,PartyWithResponsibility,11,2,0.3,1,1,0.15,0.15,0.0,2,社区11:2
LE595948,通报事件进展情况,Action,是,Action,6,1,0.7,1,0,0.7,0.0,0.0,1,社区6:1
LE608570,严肃处理,Punishment,否,Punishment,4,2,0.3,2,0,0.3,0.0,0.0,2,社区4:2
LE421517,第二十六条,Section,否,Section,4,2,0.35,1,1,0.2,0.15,0.0,2,社区4:2
LE802335,证监会系统新闻工作队伍,PartyWithResponsibility,否,PartyWithResponsibility,4,1,0.15,1,0,0.15,0.0,0.0,1,社区4:1
LE654107,第二十三条,Section,否,Section,6,3,0.5,1,2,0.2,0.3,0.0,3,社区6:3
LE159772,重大改革事项,Event,否,Event,4,8,5.05,1,7,0.15,4.9,0.0,8,社区4:8
LE307286,社会舆论已经或可能广泛关注的热点事件,Event,否,Event,4,8,5.05,1,7,0.15,4.9,0.0,8,社区4:8
LE917107,第六条,Section,否,Section,4,4,0.65,1,3,0.2,0.45,0.0,4,社区4:4
LE113218,第二条,Section,否,Section,4,2,0.35,1,1,0.2,0.15,0.0,2,社区4:1; 社区5:1
LE126245,第三十二条,Section,否,Section,4,1,0.2,1,0,0.2,0.0,0.0,1,社区4:1
LE364680,第七条,Section,否,Section,4,2,0.35,1,1,0.2,0.15,0.0,2,社区4:2
LE835273,第一章,Chapter,否,Chapter,4,7,1.4,1,6,0.2,1.2,0.0,7,社区4:7
LE872658,向社会公布,Action,是,Action,4,8,5.6,8,0,5.6,0.0,0.0,8,社区4:8
LE707240,中国证监会,PartyWithResponsibility,否,PartyWithResponsibility,4,1,0.15,1,0,0.15,0.0,0.0,1,社区4:1
LE161153,第四条,Section,否,Section,4,2,0.35,1,1,0.2,0.15,0.0,2,社区4:2
LE350768,第二十二条,Section,否,Section,6,2,0.35,1,1,0.2,0.15,0.0,2,社区6:2
LE043619,第十一条,Section,否,Section,4,2,0.35,1,1,0.2,0.15,0.0,2,社区4:2
LE341084,会员单位,PartyWithResponsibility,否,PartyWithResponsibility,6,1,0.15,1,0,0.15,0.0,0.0,1,社区6:1
LE543823,各派出机构,PartyWithResponsibility,否,PartyWithResponsibility,4,4,0.6,4,0,0.6,0.0,0.0,4,社区4:4
LE363987,第三十条,Section,否,Section,4,6,0.95,1,5,0.2,0.75,0.0,6,社区0:1; 社区4:5
LE954794,业务运行情况等新闻信息,Action,是,Action,6,1,0.7,1,0,0.7,0.0,0.0,1,社区6:1
LE059899,第十九条,Section,否,Section,6,3,0.5,1,2,0.2,0.3,0.0,3,社区6:3
LE197139,公开说明,Action,是,Action,4,8,5.6,8,0,5.6,0.0,0.0,8,社区4:8
LE937841,第八条,Section,否,Section,4,1,0.2,1,0,0.2,0.0,0.0,1,社区4:1
LE018302,第九条,Section,否,Section,4,1,0.2,1,0,0.2,0.0,0.0,1,社区4:1
LE202683,第二十一条,Section,否,Section,6,2,0.35,1,1,0.2,0.15,0.0,2,社区6:2
LE434669,造成泄密,Violation,否,Violation,4,4,0.6,2,2,0.3,0.3,0.0,4,社区4:4
LE687701,突发事件,Event,否,Event,6,7,4.35,1,6,0.15,4.2,0.0,7,社区6:7
LE717887,第十七条,Section,否,Section,6,3,0.5,1,2,0.2,0.3,0.0,3,社区6:3
LE430475,突发公共事件应对情况,Event,否,Event,4,8,5.05,1,7,0.15,4.9,0.0,8,社区4:8
LE267338,会管单位,PartyWithResponsibility,否,PartyWithResponsibility,4,1,0.15,1,0,0.15,0.0,0.0,1,社区4:1
LE679611,各会管单位,PartyWithResponsibility,否,PartyWithResponsibility,4,3,0.45,3,0,0.45,0.0,0.0,3,社区4:3
LE243642,中国证监会新闻工作办法,Title,否,Title,4,5,1.0,0,5,0.0,1.0,0.0,5,社区4:4; 社区6:1
LE380941,第十六条,Section,否,Section,6,2,0.35,1,1,0.2,0.15,0.0,2,社区6:2
LE684061,直接责任人员,PartyWithResponsibility,否,PartyWithResponsibility,4,3,0.45,1,2,0.15,0.3,0.0,3,社区4:3
LE880353,作出行政处罚决定,Event,否,Event,4,8,5.05,1,7,0.15,4.9,0.0,8,社区4:8
LE449473,证券期货交易所及登记结算机构,PartyWithResponsibility,否,PartyWithResponsibility,6,2,0.3,1,1,0.15,0.15,0.0,2,社区6:2
LE266843,自律措施,Action,是,Action,6,1,0.7,1,0,0.7,0.0,0.0,1,社区6:1
LE435379,所在单位相关负责人,PartyWithResponsibility,否,PartyWithResponsibility,4,3,0.45,1,2,0.15,0.3,0.0,3,社区4:3
LE536139,新闻工作人员,PartyWithResponsibility,否,PartyWithResponsibility,4,1,0.15,1,0,0.15,0.0,0.0,1,社区4:1
LE518740,证监会各会管单位,PartyWithResponsibility,否,PartyWithResponsibility,6,2,0.3,2,0,0.3,0.0,0.0,2,社区6:2
LE214386,重大案件立案调查,Event,否,Event,4,8,5.05,1,7,0.15,4.9,0.0,8,社区4:8
LE232851,完善新闻工作制度机制,Action,是,Action,11,1,0.7,1,0,0.7,0.0,0.0,1,社区11:1
LE303653,本辖区上市公司,PartyWithResponsibility,否,PartyWithResponsibility,11,2,0.3,1,1,0.15,0.15,0.0,2,社区11:2
LE072007,第五章,Chapter,否,Chapter,4,2,0.4,1,1,0.2,0.2,0.0,2,社区4:2
LE642962,进行解释说明,Action,是,Action,4,8,5.6,8,0,5.6,0.0,0.0,8,社区4:8
LE887540,当地相关部门,PartyWithResponsibility,否,PartyWithResponsibility,11,2,0.3,1,1,0.15,0.15,0.0,2,社区11:2
LE319683,领导干部,PartyWithResponsibility,否,PartyWithResponsibility,4,1,0.15,1,0,0.15,0.0,0.0,1,社区4:1
LE909740,行业机构,PartyWithResponsibility,否,PartyWithResponsibility,4,3,0.45,2,1,0.3,0.15,0.0,3,社区4:1; 社区11:2
LE926884,证监会,PartyWithResponsibility,否,PartyWithResponsibility,4,17,2.55,9,8,1.35,1.2,0.0,17,社区4:17
LE112358,第二十八条,Section,否,Section,4,1,0.2,1,0,0.2,0.0,0.0,1,社区4:1
LE273474,新闻发布,Action,是,Action,4,8,5.6,8,0,5.6,0.0,0.0,8,社区4:8
LE772669,第十二条,Section,否,Section,4,1,0.2,1,0,0.2,0.0,0.0,1,社区4:1
LE624041,阐释说明,Action,是,Action,4,8,5.6,8,0,5.6,0.0,0.0,8,社区4:8
LE259320,第二章,Chapter,否,Chapter,4,9,1.8,1,8,0.2,1.6,0.0,9,社区4:8; 社区11:1
LE302785,第二十条,Section,否,Section,6,3,0.5,1,2,0.2,0.3,0.0,3,社区6:3
LE633903,第十四条,Section,否,Section,11,7,1.1,1,6,0.2,0.9,0.0,7,社区4:2; 社区11:5
